"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"3706","FDZ40",8.935,"Low Fat",0.040182749,"Frozen Foods",52.9298,"OUT046","Small","Tier 1","Supermarket Type1",865.404859725734
"3707","FDG58",10.695,"Regular",0.087134714,"Snack Foods",155.4972,"OUT018","Medium","Tier 3","Supermarket Type2",2238.65266075907
"3708","DRH03",17.25,"Low Fat",0.035035139,"Dairy",94.912,"OUT013","High","Tier 3","Supermarket Type1",1518.30942513949
"3709","FDZ47",20.7,"Regular",0.079457285,"Baking Goods",99.3042,"OUT045",NA,"Tier 2","Supermarket Type1",1585.2979336863
"3710","FDV04",7.825,"Regular",0.150626333,"Frozen Foods",157.6288,"OUT018","Medium","Tier 3","Supermarket Type2",2261.90456569372
"3711","FDZ10",17.85,"Low Fat",0.044644617,"Snack Foods",126.202,"OUT018","Medium","Tier 3","Supermarket Type2",1727.13982063312
"3712","FDG46",8.63,"Regular",0.033095808,"Snack Foods",113.2518,"OUT017",NA,"Tier 2","Supermarket Type1",1922.05263969686
"3713","NCF07",9,"Low Fat",0.032087477,"Household",99.4016,"OUT045",NA,"Tier 2","Supermarket Type1",1502.15542894889
"3714","FDY44",14.15,"Regular",0.024399944,"Fruits and Vegetables",194.711,"OUT035","Small","Tier 2","Supermarket Type1",3304.56512418722
"3715","FDB21",7.475,"LF",0.148397009,"Fruits and Vegetables",242.4854,"OUT013","High","Tier 3","Supermarket Type1",3873.80387181972
"3716","FDS20",8.85,"Low Fat",0.053856727,"Fruits and Vegetables",182.4292,"OUT035","Small","Tier 2","Supermarket Type1",3081.49178271265
"3717","FDS49",9,"LF",0.07946888,"Canned",79.6644,"OUT049","Medium","Tier 1","Supermarket Type1",1397.55968370509
"3718","FDX55",NA,"Low Fat",0.054938563,"Fruits and Vegetables",219.5166,"OUT027","Medium","Tier 3","Supermarket Type3",4953.50673293327
"3719","NCQ02",12.6,"Low Fat",0.007486838,"Household",186.7556,"OUT018","Medium","Tier 3","Supermarket Type2",2653.87321172487
"3720","FDR25",17,"Regular",0.139405824,"Canned",264.6884,"OUT013","High","Tier 3","Supermarket Type1",4270.47531647338
"3721","DRG39",14.15,"Low Fat",0.042266539,"Dairy",53.9982,"OUT045",NA,"Tier 2","Supermarket Type1",809.485417944765
"3722","FDB46",10.5,"Regular",0.093763866,"Snack Foods",213.3244,"OUT046","Small","Tier 1","Supermarket Type1",3416.53740286135
"3723","NCC30",16.6,"Low Fat",0.027691544,"Household",179.2344,"OUT018","Medium","Tier 3","Supermarket Type2",2529.21480045056
"3724","FDE58",18.5,"Low Fat",0.052058877,"Snack Foods",119.7124,"OUT035","Small","Tier 2","Supermarket Type1",2045.17346800264
"3725","FDC05",NA,"Regular",0.172959058,"Frozen Foods",198.6768,"OUT019","Small","Tier 1","Grocery Store",1266.92756284761
"3726","FDY15",18.25,"Regular",0.170828047,"Dairy",157.163,"OUT046","Small","Tier 1","Supermarket Type1",2497.13107886253
"3727","FDG14",9,"Regular",0.050500713,"Canned",149.8024,"OUT046","Small","Tier 1","Supermarket Type1",2466.9966960184
"3728","FDL08",10.8,"Low Fat",0,"Fruits and Vegetables",243.4144,"OUT049","Medium","Tier 1","Supermarket Type1",3980.95907459334
"3729","FDQ47",7.155,"Regular",0.168046416,"Breads",33.8874,"OUT013","High","Tier 3","Supermarket Type1",673.544870675966
"3730","FDN12",15.6,"Low Fat",0.081088593,"Baking Goods",110.0544,"OUT035","Small","Tier 2","Supermarket Type1",1910.87873128084
"3731","FDW10",21.2,"Low Fat",0.070617466,"Snack Foods",178.237,"OUT013","High","Tier 3","Supermarket Type1",2838.39306771147
"3732","FDD02",16.6,"Low Fat",0.050281492,"Canned",117.7124,"OUT035","Small","Tier 2","Supermarket Type1",2054.07988578904
"3733","FDX35",5.035,"Regular",0.133753866,"Breads",229.4036,"OUT010",NA,"Tier 3","Grocery Store",1761.36577707899
"3734","FDT35",19.85,"Regular",0.081455379,"Breads",169.5816,"OUT046","Small","Tier 1","Supermarket Type1",2731.54080306525
"3735","DRN47",NA,"Low Fat",0.029461464,"Hard Drinks",181.166,"OUT019","Small","Tier 1","Grocery Store",973.826931409908
"3736","FDB11",16,"Low Fat",0.101847127,"Starchy Foods",225.7404,"OUT010",NA,"Tier 3","Grocery Store",1663.87618501076
"3737","FDN20",19.35,"Low Fat",0.026234991,"Fruits and Vegetables",168.4474,"OUT045",NA,"Tier 2","Supermarket Type1",2624.92919613611
"3738","FDB59",18.25,"Low Fat",0.01527601,"Snack Foods",199.4084,"OUT035","Small","Tier 2","Supermarket Type1",3286.24403637482
"3739","FDJ58",15.6,"Regular",0.105509616,"Snack Foods",172.8764,"OUT045",NA,"Tier 2","Supermarket Type1",2701.16180168339
"3740","FDU60",20,"Regular",0.059901045,"Baking Goods",168.8132,"OUT046","Small","Tier 1","Supermarket Type1",2716.2020899432
"3741","FDS03",7.825,"Low Fat",0.079752411,"Meat",66.2826,"OUT049","Medium","Tier 1","Supermarket Type1",1200.52683110101
"3742","FDU40",NA,"Low Fat",0.065489529,"Frozen Foods",193.3478,"OUT019","Small","Tier 1","Grocery Store",1135.36448421898
"3743","DRH15",8.775,"Low Fat",0.110082155,"Dairy",45.7428,"OUT049","Medium","Tier 1","Supermarket Type1",835.492475463629
"3744","FDD04",NA,"Low Fat",0.089535602,"Dairy",143.8154,"OUT027","Medium","Tier 3","Supermarket Type3",3708.30891506543
"3745","FDQ01",19.7,"reg",0.160701642,"Canned",253.5014,"OUT046","Small","Tier 1","Supermarket Type1",3956.83639940198
"3746","FDF28",15.7,"Regular",0.037857561,"Frozen Foods",124.8046,"OUT035","Small","Tier 2","Supermarket Type1",2156.30845932595
"3747","FDD22",10,"Low Fat",0.166793159,"Snack Foods",112.6544,"OUT010",NA,"Tier 3","Grocery Store",-92.4903320982445
"3748","FDY19",19.75,"Low Fat",0.041364935,"Fruits and Vegetables",117.7466,"OUT046","Small","Tier 1","Supermarket Type1",1911.00574443523
"3749","FDN33",6.305,"Regular",0.123092484,"Snack Foods",92.9436,"OUT035","Small","Tier 2","Supermarket Type1",1693.50892116018
"3750","FDV36",18.7,"Low Fat",0.026297031,"Baking Goods",126.202,"OUT035","Small","Tier 2","Supermarket Type1",2156.36862888089
"3751","FDW01",14.5,"Low Fat",0.107224173,"Canned",152.4682,"OUT010",NA,"Tier 3","Grocery Store",526.67316384324
"3752","FDJ28",12.3,"Low Fat",0.021894973,"Frozen Foods",192.4162,"OUT049","Medium","Tier 1","Supermarket Type1",3127.13380128689
"3753","FDB17",13.15,"Low Fat",0.036665173,"Frozen Foods",179.1976,"OUT035","Small","Tier 2","Supermarket Type1",2965.92559419067
"3754","FDM40",10.195,"Low Fat",0.160185608,"Frozen Foods",140.8154,"OUT049","Medium","Tier 1","Supermarket Type1",2327.87238885774
"3755","FDV46",18.2,"Low Fat",0,"Snack Foods",139.918,"OUT045",NA,"Tier 2","Supermarket Type1",2141.25568911973
"3756","FDQ44",20.5,"Low Fat",0.036196486,"Fruits and Vegetables",119.5756,"OUT049","Medium","Tier 1","Supermarket Type1",2034.82966865858
"3757","NCD42",16.5,"low fat",0.012637846,"Health and Hygiene",37.2506,"OUT046","Small","Tier 1","Supermarket Type1",672.878120158245
"3758","DRH37",17.6,"Low Fat",0.041616357,"Soft Drinks",163.8526,"OUT046","Small","Tier 1","Supermarket Type1",2574.41191236969
"3759","FDR10",17.6,"Low Fat",0.010080792,"Snack Foods",163.5552,"OUT018","Medium","Tier 3","Supermarket Type2",2309.07635268558
"3760","NCD06",NA,"Low Fat",0.098844291,"Household",46.306,"OUT027","Medium","Tier 3","Supermarket Type3",2195.59168346201
"3761","FDI53",8.895,"Regular",0.137644954,"Frozen Foods",161.2236,"OUT046","Small","Tier 1","Supermarket Type1",2593.17766111204
"3762","FDG16",15.25,"Low Fat",0.089799825,"Frozen Foods",216.4192,"OUT035","Small","Tier 2","Supermarket Type1",3541.36101965227
"3763","DRB25",12.3,"Low Fat",0.069459722,"Soft Drinks",107.1938,"OUT046","Small","Tier 1","Supermarket Type1",1702.46812467408
"3764","FDY09",15.6,"Low Fat",0.025200149,"Snack Foods",175.2054,"OUT046","Small","Tier 1","Supermarket Type1",2771.56147566172
"3765","FDX48",17.75,"Regular",0.037964731,"Baking Goods",153.0656,"OUT045",NA,"Tier 2","Supermarket Type1",2399.25411864235
"3766","FDC03",8.575,"Regular",0.120256303,"Dairy",196.2794,"OUT010",NA,"Tier 3","Grocery Store",1194.90121627366
"3767","FDT47",5.26,"Regular",0.024504201,"Breads",95.9068,"OUT035","Small","Tier 2","Supermarket Type1",1755.26199426973
"3768","FDW44",NA,"Regular",0.034980994,"Fruits and Vegetables",170.7448,"OUT027","Medium","Tier 3","Supermarket Type3",4240.65893509671
"3769","FDT24",12.35,"Regular",0.186910605,"Baking Goods",75.6328,"OUT017",NA,"Tier 2","Supermarket Type1",1404.53176654028
"3770","FDT12",NA,"Regular",0,"Baking Goods",227.5062,"OUT019","Small","Tier 1","Grocery Store",1745.4960699824
"3771","NCS38",8.6,"Low Fat",0.090174377,"Household",113.4176,"OUT035","Small","Tier 2","Supermarket Type1",1940.1139445883
"3772","FDO39",6.985,"Regular",0.137340909,"Meat",182.8608,"OUT035","Small","Tier 2","Supermarket Type1",3104.94658444872
"3773","FDA13",15.85,"Low Fat",0.078554948,"Canned",38.7506,"OUT046","Small","Tier 1","Supermarket Type1",683.388279431353
"3774","FDO48",15,"Regular",0.026835691,"Baking Goods",220.9456,"OUT035","Small","Tier 2","Supermarket Type1",3680.14528751445
"3775","DRJ01",6.135,"Low Fat",0.115683076,"Soft Drinks",159.2236,"OUT017",NA,"Tier 2","Supermarket Type1",2648.41535182111
"3776","FDD53",16.2,"Low Fat",0.04440264,"Frozen Foods",39.9454,"OUT018","Medium","Tier 3","Supermarket Type2",372.175175310578
"3777","NCT05",10.895,"Low Fat",0.020984423,"Health and Hygiene",255.9672,"OUT049","Medium","Tier 1","Supermarket Type1",4137.94048504378
"3778","FDQ51",16,"Regular",0,"Meat",45.3718,"OUT045",NA,"Tier 2","Supermarket Type1",728.608677648195
"3779","FDU60",20,"reg",0.059851197,"Baking Goods",167.3132,"OUT013","High","Tier 3","Supermarket Type1",2618.97295520113
"3780","FDC59",16.7,"Regular",0.054628903,"Starchy Foods",62.5168,"OUT046","Small","Tier 1","Supermarket Type1",1093.11124325017
"3781","FDP36",10.395,"Regular",0.091155163,"Baking Goods",52.2008,"OUT035","Small","Tier 2","Supermarket Type1",1062.08515343015
"3782","NCM19",12.65,"Low Fat",0.047504439,"Others",111.4202,"OUT017",NA,"Tier 2","Supermarket Type1",1902.19038246189
"3783","FDL16",12.85,"Low Fat",0.168421008,"Frozen Foods",44.606,"OUT035","Small","Tier 2","Supermarket Type1",871.358477278058
"3784","FDE50",19.7,"reg",0.016271661,"Canned",188.1556,"OUT018","Medium","Tier 3","Supermarket Type2",2662.28197706114
"3785","NCR18",15.85,"Low Fat",0.020470576,"Household",44.5112,"OUT013","High","Tier 3","Supermarket Type1",741.043440812018
"3786","NCD30",19.7,"Low Fat",0.026844186,"Household",97.6726,"OUT035","Small","Tier 2","Supermarket Type1",1673.98645522748
"3787","FDH31",12,"Regular",0.02039417,"Meat",100.1042,"OUT013","High","Tier 3","Supermarket Type1",1694.51000906951
"3788","FDD56",NA,"Regular",0.181702355,"Fruits and Vegetables",173.4054,"OUT019","Small","Tier 1","Grocery Store",932.219145984109
"3789","FDC47",15,"Low Fat",0.119075479,"Snack Foods",229.7694,"OUT049","Medium","Tier 1","Supermarket Type1",3718.84864762876
"3790","FDZ21",17.6,"Regular",0.039301403,"Snack Foods",94.741,"OUT045",NA,"Tier 2","Supermarket Type1",1481.06877021347
"3791","FDM01",7.895,"Regular",0.094714208,"Breakfast",102.5332,"OUT049","Medium","Tier 1","Supermarket Type1",1807.95627817841
"3792","FDF24",15.5,"Regular",0.025349355,"Baking Goods",82.8934,"OUT013","High","Tier 3","Supermarket Type1",1417.49799518504
"3793","FDW23",5.765,"Low Fat",0.082476188,"Baking Goods",38.8164,"OUT017",NA,"Tier 2","Supermarket Type1",737.397589949987
"3794","FDY52",6.365,"Low Fat",0.00737822,"Frozen Foods",61.3536,"OUT018","Medium","Tier 3","Supermarket Type2",724.062721932175
"3795","DRH37",NA,"Low Fat",0.041414828,"Soft Drinks",163.3526,"OUT027","Medium","Tier 3","Supermarket Type3",4025.36415064316
"3796","DRO47",NA,"Low Fat",0.111681212,"Hard Drinks",113.486,"OUT027","Medium","Tier 3","Supermarket Type3",3273.10967433894
"3797","FDR25",17,"Regular",0.13973885,"Canned",266.4884,"OUT049","Medium","Tier 1","Supermarket Type1",4365.01867978192
"3798","FDQ24",NA,"Low Fat",0.073309965,"Baking Goods",250.9724,"OUT027","Medium","Tier 3","Supermarket Type3",5415.01357430493
"3799","DRJ51",14.1,"Low Fat",0.088352351,"Dairy",230.7668,"OUT018","Medium","Tier 3","Supermarket Type2",3331.48528747658
"3800","NCU06",17.6,"Low Fat",0.074392992,"Household",230.101,"OUT035","Small","Tier 2","Supermarket Type1",3739.42714711379
"3801","NCV18",6.775,"Low Fat",0.105674592,"Household",81.825,"OUT018","Medium","Tier 3","Supermarket Type2",1031.49564789359
"3802","NCC06",NA,"low fat",0.026855684,"Household",127.5336,"OUT027","Medium","Tier 3","Supermarket Type3",3504.88352066674
"3803","FDZ01",8.975,"Regular",0.009095747,"Canned",104.399,"OUT018","Medium","Tier 3","Supermarket Type2",1482.92529030131
"3804","FDT14",10.695,"Regular",0.128449579,"Dairy",120.344,"OUT017",NA,"Tier 2","Supermarket Type1",1998.0620682511
"3805","FDD11",NA,"Low Fat",0.053605948,"Starchy Foods",252.404,"OUT019","Small","Tier 1","Grocery Store",2108.87068619757
"3806","FDN09",14.15,"Low Fat",0.035071955,"Snack Foods",243.8828,"OUT017",NA,"Tier 2","Supermarket Type1",3967.72197039728
"3807","NCO18",13.15,"Low Fat",0.04126117,"Household",177.7686,"OUT010",NA,"Tier 3","Grocery Store",889.320697549994
"3808","FDZ50",12.8,"Regular",0.0792367,"Dairy",183.6608,"OUT045",NA,"Tier 2","Supermarket Type1",2843.86398904073
"3809","FDS44",12.65,"Regular",0.155914104,"Fruits and Vegetables",239.5538,"OUT013","High","Tier 3","Supermarket Type1",3892.76315158543
"3810","FDI36",12.5,"Regular",0.062469866,"Baking Goods",197.7426,"OUT045",NA,"Tier 2","Supermarket Type1",3104.67091024003
"3811","FDA26",7.855,"Regular",0.123727659,"Dairy",218.3482,"OUT010",NA,"Tier 3","Grocery Store",1568.31804903672
"3812","NCY53",20,"Low Fat",0.058572263,"Health and Hygiene",112.6544,"OUT049","Medium","Tier 1","Supermarket Type1",1889.79417734702
"3813","FDF32",16.35,"Low Fat",0.068186803,"Fruits and Vegetables",199.3426,"OUT049","Medium","Tier 1","Supermarket Type1",3284.39478859426
"3814","FDF59",12.5,"Low Fat",0.119247864,"Starchy Foods",126.302,"OUT010",NA,"Tier 3","Grocery Store",122.58840758218
"3815","FDB20",7.72,"Low Fat",0.051980667,"Fruits and Vegetables",76.1986,"OUT046","Small","Tier 1","Supermarket Type1",1287.03726932908
"3816","DRH11",5.98,"Low Fat",0.075543678,"Hard Drinks",57.1614,"OUT035","Small","Tier 2","Supermarket Type1",1103.48290003358
"3817","FDT03",21.25,"Low Fat",0.010014308,"Meat",185.7608,"OUT049","Medium","Tier 1","Supermarket Type1",3034.96156893075
"3818","NCH06",12.3,"Low Fat",0.076539909,"Household",245.246,"OUT035","Small","Tier 2","Supermarket Type1",3985.22541986512
"3819","FDR55",12.15,"Regular",0.132288896,"Fruits and Vegetables",187.8872,"OUT049","Medium","Tier 1","Supermarket Type1",3155.95992330287
"3820","FDI10",8.51,"Regular",0.078389501,"Snack Foods",171.7422,"OUT035","Small","Tier 2","Supermarket Type1",2915.95852642123
"3821","FDZ12",9.17,"Low Fat",0.103187661,"Baking Goods",141.247,"OUT045",NA,"Tier 2","Supermarket Type1",2218.12199455282
"3822","FDM12",16.7,"Regular",0.070025696,"Baking Goods",187.8214,"OUT049","Medium","Tier 1","Supermarket Type1",3115.12152132405
"3823","DRB25",12.3,"Low Fat",0.069600588,"Soft Drinks",107.4938,"OUT045",NA,"Tier 2","Supermarket Type1",1631.06388278747
"3824","NCS41",12.85,"Low Fat",0.053399539,"Health and Hygiene",182.7608,"OUT013","High","Tier 3","Supermarket Type1",2928.13709935077
"3825","NCT53",5.4,"Low Fat",0.048191066,"Health and Hygiene",162.8526,"OUT049","Medium","Tier 1","Supermarket Type1",2698.87278555688
"3826","NCD55",14,"Low Fat",0.024310931,"Household",39.9454,"OUT013","High","Tier 3","Supermarket Type1",673.47458438496
"3827","FDY08",9.395,"Regular",0.171341198,"Fruits and Vegetables",141.3838,"OUT049","Medium","Tier 1","Supermarket Type1",2437.27932430513
"3828","NCP55",14.65,"Low Fat",0.011207422,"Others",54.4614,"OUT049","Medium","Tier 1","Supermarket Type1",984.180340396876
"3829","FDA33",6.48,"Low Fat",0.033871687,"Snack Foods",147.9076,"OUT013","High","Tier 3","Supermarket Type1",2394.15694932671
"3830","FDQ33",13.35,"Low Fat",0.091131261,"Snack Foods",148.6708,"OUT013","High","Tier 3","Supermarket Type1",2393.02081455108
"3831","FDE45",NA,"Low Fat",0.040161883,"Fruits and Vegetables",179.6002,"OUT027","Medium","Tier 3","Supermarket Type3",4336.41855388736
"3832","FDT26",18.85,"Regular",0.067896957,"Dairy",120.944,"OUT013","High","Tier 3","Supermarket Type1",1962.43720903216
"3833","NCV53",8.27,"Low Fat",0.018842851,"Health and Hygiene",238.988,"OUT049","Medium","Tier 1","Supermarket Type1",3878.60540946597
"3834","FDK60",NA,"Regular",0.093409739,"Baking Goods",97.6068,"OUT027","Medium","Tier 3","Supermarket Type3",3070.36167580977
"3835","NCJ29",10.6,"Low Fat",0.035192926,"Health and Hygiene",83.4224,"OUT046","Small","Tier 1","Supermarket Type1",1355.78745838253
"3836","FDI15",13.8,"low fat",0.141639229,"Dairy",265.0884,"OUT045",NA,"Tier 2","Supermarket Type1",4143.11627191425
"3837","FDX21",7.05,"Low Fat",0.084895314,"Snack Foods",110.5912,"OUT013","High","Tier 3","Supermarket Type1",1812.18696534148
"3838","FDV49",NA,"Low Fat",0.045220091,"Canned",263.4226,"OUT019","Small","Tier 1","Grocery Store",2283.28996846428
"3839","DRO59",11.8,"LF",0.054154252,"Hard Drinks",76.9012,"OUT046","Small","Tier 1","Supermarket Type1",1224.32263585884
"3840","FDZ14",7.71,"Regular",0.047685207,"Dairy",122.4756,"OUT045",NA,"Tier 2","Supermarket Type1",1901.06159177509
"3841","FDP32",NA,"Low Fat",0.087244942,"Fruits and Vegetables",126.0678,"OUT027","Medium","Tier 3","Supermarket Type3",3510.36051093593
"3842","FDC33",8.96,"Regular",0.069328283,"Fruits and Vegetables",198.6768,"OUT017",NA,"Tier 2","Supermarket Type1",3292.95166004099
"3843","FDT14",10.695,"Regular",0.213788983,"Dairy",121.644,"OUT010",NA,"Tier 3","Grocery Store",57.5801235392434
"3844","NCN54",NA,"Low Fat",0.021223197,"Household",78.5328,"OUT027","Medium","Tier 3","Supermarket Type3",2700.30810194146
"3845","FDR57",NA,"Regular",0.023383182,"Snack Foods",155.3288,"OUT027","Medium","Tier 3","Supermarket Type3",3963.64349513564
"3846","DRK12",9.5,"Low Fat",0.041886317,"Soft Drinks",32.39,"OUT046","Small","Tier 1","Supermarket Type1",543.331375522021
"3847","FDX52",11.5,"Regular",0.042067869,"Frozen Foods",194.882,"OUT049","Medium","Tier 1","Supermarket Type1",3208.96291411967
"3848","FDX08",12.85,"Low Fat",0.037834548,"Fruits and Vegetables",179.3318,"OUT010",NA,"Tier 3","Grocery Store",953.281238638936
"3849","FDP10",19,"Low Fat",0.214396632,"Snack Foods",105.8622,"OUT010",NA,"Tier 3","Grocery Store",-243.790323628334
"3850","NCP50",17.35,"Low Fat",0.020601542,"Others",78.7618,"OUT045",NA,"Tier 2","Supermarket Type1",1184.49177401656
"3851","NCL06",14.65,"Low Fat",0.072006662,"Household",259.8594,"OUT013","High","Tier 3","Supermarket Type1",4095.55944965096
"3852","FDP25",15.2,"Low Fat",0.02118987,"Canned",219.3824,"OUT013","High","Tier 3","Supermarket Type1",3526.69554799586
"3853","FDE53",10.895,"Low Fat",0.02685779,"Frozen Foods",104.528,"OUT013","High","Tier 3","Supermarket Type1",1695.15068270964
"3854","FDL27",6.17,"Low Fat",0.010691082,"Meat",66.3826,"OUT017",NA,"Tier 2","Supermarket Type1",1196.72547861175
"3855","FDC35",7.435,"Low Fat",0.123028674,"Starchy Foods",208.1638,"OUT049","Medium","Tier 1","Supermarket Type1",3432.74070691584
"3856","DRJ47",18.25,"Low Fat",0.074065937,"Hard Drinks",171.308,"OUT010",NA,"Tier 3","Grocery Store",784.695331959169
"3857","FDD16",20.5,"Low Fat",0.036501185,"Frozen Foods",75.8696,"OUT018","Medium","Tier 3","Supermarket Type2",923.246139911359
"3858","NCN42",20.25,"LF",0.014244729,"Household",146.9418,"OUT049","Medium","Tier 1","Supermarket Type1",2361.25763982318
"3859","FDC38",NA,"Low Fat",0.121900785,"Canned",132.8942,"OUT027","Medium","Tier 3","Supermarket Type3",3601.77099320063
"3860","NCO07",9.06,"Low Fat",0.009796094,"Others",212.156,"OUT045",NA,"Tier 2","Supermarket Type1",3276.69488222098
"3861","FDQ20",8.325,"Low Fat",0.029831146,"Fruits and Vegetables",38.6138,"OUT049","Medium","Tier 1","Supermarket Type1",797.596501741393
"3862","FDI32",17.7,"Low Fat",0.174373447,"Fruits and Vegetables",113.2834,"OUT046","Small","Tier 1","Supermarket Type1",1845.41296222323
"3863","FDN20",19.35,"Low Fat",0.043823122,"Fruits and Vegetables",170.3474,"OUT010",NA,"Tier 3","Grocery Store",829.62516488078
"3864","DRJ51",NA,"Low Fat",0.087567787,"Dairy",229.5668,"OUT027","Medium","Tier 3","Supermarket Type3",5040.69323893637
