"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"3442","FDN50",16.85,"Regular","Canned",92.712,"OUT017",2007,"High","Tier 2","Supermarket Type1",1036.42996788297
"3443","FDS09",8.895,"Regular","Snack Foods",50.2008,"OUT046",1997,"Small","Tier 1","Supermarket Type1",786.256696339695
"3444","FDS48",15.15,"Low Fat","Baking Goods",150.9708,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1794.74561584737
"3445","FDL44",18.25,"Low Fat","Fruits and Vegetables",162.8894,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2975.34649652533
"3446","DRF48",5.73,"Low Fat","Soft Drinks",187.5898,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1284.76002689374
"3447","FDA14",16.1,"Low Fat","Dairy",147.876,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1610.54525721406
"3448","NCD30",19.7,"LF","Household",96.5726,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",852.022467355515
"3449","FDI16",14,"Regular","Frozen Foods",51.564,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1218.92823211649
"3450","NCG06",16.35,"Low Fat","Household",258.5646,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3144.43391621852
"3451","DRZ24",7.535,"Low Fat","Soft Drinks",120.444,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2475.25651188848
"3452","NCS17",18.6,"Low Fat","Health and Hygiene",95.0436,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1773.74393857735
"3453","FDB37",20.25,"Regular","Baking Goods",241.1538,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4712.92172043022
"3454","FDE10",6.67,"Regular","Snack Foods",130.0626,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2023.17524516155
"3455","FDC57",20.1,"Regular","Fruits and Vegetables",191.682,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2285.75317799671
"3456","FDM12",16.7,"Regular","Baking Goods",187.9214,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1460.1447397632
"3457","FDE24",14.85,"Low Fat","Baking Goods",140.4812,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1810.25290544632
"3458","FDW22",9.695,"Regular","Snack Foods",219.7114,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4247.48318779318
"3459","DRD01",12.3506837181099,"Regular","Soft Drinks",53.3614,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2290.38360609877
"3460","NCZ18",14.8369565021957,"Low Fat","Household",253.8698,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5811.67207512231
"3461","FDN49",17.25,"Regular","Breakfast",40.948,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",712.741539826696
"3462","FDR22",19.35,"reg","Snack Foods",113.1544,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2428.01898986215
"3463","FDV08",12.1837626355196,"Low Fat","Fruits and Vegetables",43.6454,"OUT019",1985,"Small","Tier 1","Grocery Store",-1655.52923294733
"3464","FDY39",5.305,"Regular","Meat",185.3608,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3920.96519409062
"3465","FDV36",18.7,"Low Fat","Baking Goods",125.702,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2576.35981251059
"3466","FDO60",20,"Low Fat","Baking Goods",45.1086,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",529.168425271941
"3467","FDU04",14.7436423114276,"Low Fat","Frozen Foods",122.3414,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3347.36421446313
"3468","FDR20",14.4177068481355,"Regular","Fruits and Vegetables",46.7744,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2511.29099152373
"3469","FDW19",13.7442848907001,"Regular","Fruits and Vegetables",110.457,"OUT019",1985,"Small","Tier 1","Grocery Store",4.47674928295061
"3470","FDU40",20.85,"Low Fat","Frozen Foods",194.2478,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2612.23474124735
"3471","FDK15",10.8,"Low Fat","Meat",97.6042,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2029.52963860211
"3472","DRF15",18.35,"Low Fat","Dairy",151.834,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1660.49434126708
"3473","FDQ25",8.63,"Regular","Canned",173.6422,"OUT017",2007,"High","Tier 2","Supermarket Type1",2794.06647464537
"3474","FDI48",11.342933609051,"Regular","Baking Goods",52.7666,"OUT019",1985,"Small","Tier 1","Grocery Store",-1270.37049100286
"3475","FDS49",9,"Low Fat","Canned",77.0644,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1492.8804212771
"3476","FDV22",14.85,"Regular","Snack Foods",157.863,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2875.43094415692
"3477","NCV42",6.26,"Low Fat","Household",109.3228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1984.26528948148
"3478","FDX26",17.7,"Low Fat","Dairy",184.3292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2805.43862213612
"3479","FDI33",16.5,"Low Fat","Snack Foods",89.8146,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1821.96964258977
"3480","FDZ14",7.71,"Regular","Dairy",121.0756,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2152.83844383793
"3481","FDG10",6.63,"Regular","Snack Foods",56.3588,"OUT013",1987,"High","Tier 3","Supermarket Type1",965.557638895982
"3482","FDM38",5.885,"Regular","Canned",50.7982,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",963.128199219431
"3483","FDG26",12.3044313079164,"Low Fat","Canned",256.033,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5146.54768168072
"3484","FDH46",6.935,"Regular","Snack Foods",101.6332,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1554.6461339534
"3485","FDN13",18.6,"Low Fat","Breakfast",99.9358,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1076.56609346344
"3486","FDU57",8.27,"Regular","Snack Foods",149.7708,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2541.26436291073
"3487","NCI06",11.3,"Low Fat","Household",179.666,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3520.79921742813
"3488","FDM38",5.885,"Regular","Canned",52.6982,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1175.20334978726
"3489","NCG42",19.2,"Low Fat","Household",128.931,"OUT010",1998,"High","Tier 3","Grocery Store",-69.8345905689435
"3490","FDL39",16.1,"Regular","Dairy",180.0318,"OUT045",2002,"High","Tier 2","Supermarket Type1",2117.55551698692
"3491","FDT31",12.5432238085928,"Low Fat","Fruits and Vegetables",190.9872,"OUT019",1985,"Small","Tier 1","Grocery Store",1164.19911055052
"3492","FDV59",13.35,"Low Fat","Breads",217.0166,"OUT013",1987,"High","Tier 3","Supermarket Type1",4020.77000010901
"3493","FDB49",8.3,"Regular","Baking Goods",100.5384,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2226.13257413573
"3494","FDD58",7.76,"low fat","Snack Foods",101.37,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1810.27830924229
"3495","DRN59",15,"Low Fat","Hard Drinks",45.306,"OUT046",1997,"Small","Tier 1","Supermarket Type1",415.801004434379
"3496","FDX48",17.75,"Regular","Baking Goods",153.3656,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2534.36074099089
"3497","FDQ11",5.695,"Regular","Breads",255.1988,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3006.69880085469
"3498","FDY12",9.8,"Regular","Baking Goods",52.5008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",970.055773957766
"3499","FDQ11",5.695,"Regular","Breads",256.4988,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2849.58563015229
"3500","DRI11",8.26,"Low Fat","Hard Drinks",115.9834,"OUT017",2007,"High","Tier 2","Supermarket Type1",1942.04149834878
"3501","FDY32",9.51573180278982,"Low Fat","Fruits and Vegetables",163.221,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4407.13939857081
"3502","FDS51",13.35,"LF","Meat",60.5194,"OUT045",2002,"High","Tier 2","Supermarket Type1",450.869900046384
"3503","FDR19",13.5,"Regular","Fruits and Vegetables",144.2102,"OUT010",1998,"Small","Tier 3","Grocery Store",958.361433493396
"3504","DRB13",6.115,"Regular","Soft Drinks",189.753,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2448.09335083912
"3505","FDS21",19.85,"Regular","Snack Foods",62.4194,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1425.06597151061
"3506","FDQ40",11.1,"Regular","Frozen Foods",176.0712,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2559.19069112901
"3507","NCE55",8.92,"Low Fat","Household",176.137,"OUT013",1987,"High","Tier 3","Supermarket Type1",3601.9502170035
"3508","FDX43",10.8440024560316,"Low Fat","Fruits and Vegetables",165.25,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3371.09703629463
"3509","FDS12",9.1,"Low Fat","Baking Goods",125.7362,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2639.93712494384
"3510","DRK01",11.489774476287,"Low Fat","Soft Drinks",94.6436,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2802.28335920082
"3511","FDN25",7.895,"Regular","Breakfast",55.3588,"OUT017",2007,"High","Tier 2","Supermarket Type1",1087.83021732524
"3512","FDB60",9.3,"LF","Baking Goods",195.0136,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2938.67070738047
"3513","FDQ13",11.1,"Low Fat","Canned",83.5908,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1725.0367818613
"3514","DRK13",11.8,"LF","Soft Drinks",196.8084,"OUT045",2002,"High","Tier 2","Supermarket Type1",3395.69729813496
"3515","DRF25",9,"Low Fat","Soft Drinks",35.419,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",558.094992061701
"3516","NCD42",12.196308600597,"Low Fat","Health and Hygiene",39.2506,"OUT019",1985,"Small","Tier 1","Grocery Store",-1361.82264613343
"3517","FDW25",5.175,"Low Fat","Canned",84.7224,"OUT045",2002,"High","Tier 2","Supermarket Type1",842.045165664612
"3518","NCV29",15.7201828962334,"Low Fat","Health and Hygiene",179.4686,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4112.61286723648
"3519","NCK42",7.475,"Low Fat","Household",214.3192,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3866.02358770561
"3520","DRJ13",11.0342431266105,"Low Fat","Soft Drinks",158.4578,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3985.65127221677
"3521","DRD15",10.6,"Low Fat","Dairy",232.4642,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3133.56124539914
"3522","FDM27",12.35,"Regular","Meat",156.3946,"OUT045",2002,"High","Tier 2","Supermarket Type1",2510.77070858867
"3523","FDZ50",12.8,"Regular","Dairy",184.5608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4462.29837856547
"3524","FDC04",15.6,"Low Fat","Dairy",242.4854,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2657.10036125844
"3525","FDF50",4.905,"Low Fat","Canned",195.9768,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3162.67228377394
"3526","FDP15",15.2,"Low Fat","Meat",257.733,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",5372.98631792158
"3527","FDK46",9.6,"LF","Snack Foods",258.962,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3461.79135715138
"3528","FDZ56",16.25,"LF","Fruits and Vegetables",168.9474,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2473.06105732474
"3529","FDY60",10.5,"Regular","Baking Goods",143.5128,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2570.37944244649
"3530","FDB10",10,"Low Fat","Snack Foods",236.859,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2384.4969327128
"3531","FDR57",5.675,"Regular","Snack Foods",155.5288,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1970.84884779863
"3532","FDU58",6.61,"Regular","Snack Foods",186.9898,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2759.13128816353
"3533","FDH02",7.27,"Regular","Canned",88.7488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",881.250262432632
"3534","FDP48",7.52,"Regular","Baking Goods",182.295,"OUT013",1987,"High","Tier 3","Supermarket Type1",4241.06953403871
"3535","FDI46",9.5,"Low Fat","Snack Foods",251.9724,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2957.62672638508
"3536","FDW56",7.68,"Low Fat","Fruits and Vegetables",193.1162,"OUT013",1987,"High","Tier 3","Supermarket Type1",4674.3707935488
"3537","NCM19",12.65,"Low Fat","Others",111.8202,"OUT010",1998,"Small","Tier 3","Grocery Store",553.337033422369
"3538","FDS50",16.3942869759721,"Low Fat","Dairy",221.2114,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4676.22450628129
"3539","FDK24",9.195,"Low Fat","Baking Goods",44.4744,"OUT013",1987,"High","Tier 3","Supermarket Type1",858.732894866
"3540","FDO36",19.7,"Low Fat","Baking Goods",180.566,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2726.45127640292
"3541","FDK45",13.2996095348736,"Low Fat","Seafood",114.786,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3252.68428614542
"3542","NCL05",19.6,"Low Fat","Health and Hygiene",44.377,"OUT045",2002,"High","Tier 2","Supermarket Type1",602.731758284498
"3543","FDL32",15.7,"Regular","Fruits and Vegetables",113.2544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1357.21644722677
"3544","FDA28",16.1,"Regular","Frozen Foods",126.0362,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2194.04823617753
"3545","FDY36",12.3,"Low Fat","Baking Goods",74.538,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",861.255719257005
"3546","FDP32",6.65,"Low Fat","Fruits and Vegetables",127.2678,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1507.67172405336
"3547","FDL50",12.15,"Regular","Canned",123.2046,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1448.88545012666
"3548","DRC24",17.85,"Low Fat","Soft Drinks",151.7998,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3332.65056886993
"3549","NCS18",12.65,"Low Fat","Household",107.3938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2286.54944601064
"3550","FDD16",20.5,"Low Fat","Frozen Foods",75.3696,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1769.37069057874
"3551","NCV18",6.775,"Low Fat","Household",84.925,"OUT013",1987,"High","Tier 3","Supermarket Type1",2817.91451270418
"3552","FDX07",19.2,"Regular","Fruits and Vegetables",183.995,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3113.13683328015
"3553","NCZ05",12.822892393246,"Low Fat","Health and Hygiene",104.299,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2649.35993235264
"3554","NCI31",20,"Low Fat","Others",36.819,"OUT013",1987,"High","Tier 3","Supermarket Type1",927.413613650752
"3555","FDK14",6.98,"Low Fat","Canned",83.2934,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1096.02383320384
"3556","NCR06",12.5,"Low Fat","Household",42.9112,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",509.63744684478
"3557","NCF54",18,"Low Fat","Household",173.2422,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2846.16291128261
"3558","DRG23",8.88,"Low Fat","Hard Drinks",150.6682,"OUT010",1998,"Small","Tier 3","Grocery Store",-309.659586626648
"3559","FDD53",16.2,"Low Fat","Frozen Foods",43.5454,"OUT046",1997,"Small","Tier 1","Supermarket Type1",855.873714220259
"3560","NCM31",11.7445454530115,"Low Fat","Others",140.1154,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3599.98905911762
"3561","FDT16",9.895,"Regular","Frozen Foods",261.6278,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",5279.75295742245
"3562","FDR40",9.1,"Regular","Frozen Foods",79.1618,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1304.32581510949
"3563","DRG25",10.5,"Low Fat","Soft Drinks",184.524,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4567.33527834656
"3564","FDT10",16.7,"Regular","Snack Foods",60.6562,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1100.872192579
"3565","FDY32",7.605,"Low Fat","Fruits and Vegetables",163.721,"OUT013",1987,"High","Tier 3","Supermarket Type1",3027.89756202547
"3566","FDN50",16.85,"reg","Canned",93.312,"OUT035",2004,"Small","Tier 2","Supermarket Type1",947.558778863725
"3567","FDZ35",10.5397275719011,"Regular","Breads",104.599,"OUT019",1985,"Small","Tier 1","Grocery Store",153.329661821818
"3568","NCP54",15.35,"Low Fat","Household",121.973,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2069.92722017685
"3569","NCD07",9.1,"Low Fat","Household",112.0518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1360.59994907451
"3570","FDS02",10.195,"Regular","Dairy",196.7794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3296.29534490824
"3571","DRN59",15,"Low Fat","Hard Drinks",48.306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",133.166562004369
"3572","DRB24",8.785,"LF","Soft Drinks",155.5656,"OUT013",1987,"High","Tier 3","Supermarket Type1",2920.45247170473
"3573","FDP37",13.7863564615923,"Low Fat","Breakfast",126.4994,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3885.2099540113
"3574","DRB01",7.39,"Low Fat","Soft Drinks",190.253,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",740.780606896456
"3575","FDR47",17.85,"LF","Breads",195.7794,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2912.2261872725
"3576","NCM31",6.095,"Low Fat","Others",141.9154,"OUT010",1998,"High","Tier 3","Grocery Store",311.125115660331
"3577","NCF06",10.5871224201242,"Low Fat","Household",258.8962,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4256.67873742984
"3578","NCV17",16.8559274756267,"Low Fat","Health and Hygiene",129.9626,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4271.86783510032
"3579","FDS10",19.2,"Low Fat","Snack Foods",178.7318,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2908.93450882797
"3580","FDN52",9.395,"Regular","Frozen Foods",87.3198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",386.978445473437
"3581","FDZ48",17.75,"Low Fat","Baking Goods",113.3544,"OUT013",1987,"High","Tier 3","Supermarket Type1",1715.29942422559
"3582","FDJ48",11.3,"Low Fat","Baking Goods",248.6118,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3821.595363935
"3583","DRB13",10.2818404515166,"Regular","Soft Drinks",190.253,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4107.71832095902
"3584","FDV59",13.35,"Low Fat","Breads",216.9166,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4084.25470697977
"3585","FDL32",15.7,"Regular","Fruits and Vegetables",111.3544,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1798.67680234086
"3586","FDZ12",9.17,"Low Fat","Baking Goods",142.147,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3262.46398357401
"3587","NCR06",12.6726749529887,"LF","Household",41.4112,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1940.01890108032
"3588","FDP51",13.85,"Regular","Meat",119.6124,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2432.51710653956
"3589","FDY22",16.5,"Regular","Snack Foods",142.6128,"OUT013",1987,"High","Tier 3","Supermarket Type1",2124.42463097076
"3590","FDZ38",17.6,"Low Fat","Dairy",170.7422,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3972.02548813757
"3591","NCO54",19.5,"Low Fat","Household",54.6614,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1292.82243642188
"3592","FDR23",15.85,"Low Fat","Breads",175.137,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3501.69985507641
"3593","FDM38",5.885,"Regular","Canned",54.5982,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1332.60397270275
"3594","FDS25",6.885,"Regular","Canned",112.4228,"OUT013",1987,"High","Tier 3","Supermarket Type1",2133.84911053278
"3595","FDZ22",9.395,"Low Fat","Snack Foods",83.825,"OUT013",1987,"High","Tier 3","Supermarket Type1",1337.60283778053
"3596","FDZ20",14.1028899395837,"Low Fat","Fruits and Vegetables",254.8356,"OUT019",1985,"Small","Tier 1","Grocery Store",3187.99139239892
"3597","FDD45",8.615,"Low Fat","Fruits and Vegetables",95.4436,"OUT010",1998,"Medium","Tier 3","Grocery Store",-505.73824556623
"3598","FDN03",9.8,"Regular","Meat",248.7408,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3238.56123175502
"3599","NCW30",5.21,"Low Fat","Household",258.4962,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3498.7722362982
"3600","FDY24",11.5231576157972,"Regular","Baking Goods",55.8298,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2570.71035097836
"3601","FDJ26",13.1384181509553,"Regular","Canned",212.1218,"OUT019",1985,"Small","Tier 1","Grocery Store",655.269129640208
"3602","FDM15",11.8,"Regular","Meat",152.2366,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2512.17255301964
"3603","NCW54",14.0314563271115,"Low Fat","Household",57.8588,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2277.65139407041
"3604","FDA23",9.8,"Low Fat","Baking Goods",100.5016,"OUT045",2002,"High","Tier 2","Supermarket Type1",1621.61961048381
